response_id,respondent_id,question,rating,date
1853,R0074,Product Quality,2,2024-04-02
1854,R0115,Overall Satisfaction,3,2024-06-16
1855,R0082,Product Quality,4,2024-12-13
1856,R0188,Product Quality,3,2024-10-03
1857,R0230,Product Quality,3,2024-07-26
1858,R0292,Customer Service,1,2024-09-24
1859,R0090,Product Quality,5,2024-03-12
1860,R0168,Delivery Speed,4,2024-08-21
1861,R0021,Delivery Speed,5,2024-09-30
1862,R0138,Customer Service,4,2024-11-15
1863,R0278,Value for Money,5,2024-01-09
1864,R0082,Customer Service,1,2024-06-18
1865,R0018,Delivery Speed,2,2024-12-05
1866,R0278,Ease of Use,5,2024-12-20
1867,R0129,Delivery Speed,3,2024-11-27
1868,R0067,Value for Money,5,2024-06-21
1869,R0263,Delivery Speed,1,2024-11-27
1870,R0044,Value for Money,3,2024-08-19
1871,R0280,Delivery Speed,4,2024-01-19
1872,R0226,Product Quality,3,2024-04-01
1873,R0121,Delivery Speed,4,2024-08-17
1874,R0200,Ease of Use,2,2024-10-03
1875,R0096,Product Quality,5,2024-08-19
1876,R0141,Ease of Use,1,2024-11-10
1877,R0033,Overall Satisfaction,4,2024-09-10
1878,R0273,Ease of Use,4,2024-10-04
1879,R0077,Delivery Speed,5,2024-08-11
1880,R0259,Ease of Use,2,2024-03-07
1881,R0164,Delivery Speed,5,2024-04-10
1882,R0253,Overall Satisfaction,1,2024-11-25
1883,R0273,Value for Money,5,2024-01-01
1884,R0205,Overall Satisfaction,2,2024-12-15
1885,R0122,Value for Money,1,2024-12-22
1886,R0138,Product Quality,3,2024-07-18
1887,R0196,Overall Satisfaction,5,2024-06-18
1888,R0234,Delivery Speed,1,2024-01-16
1889,R0064,Customer Service,3,2024-10-04
1890,R0091,Overall Satisfaction,3,2024-07-10
1891,R0138,Value for Money,2,2024-09-25
1892,R0202,Ease of Use,5,2024-07-20
1893,R0101,Customer Service,3,2024-11-09
1894,R0151,Customer Service,2,2024-11-20
1895,R0069,Overall Satisfaction,5,2024-10-21
1896,R0138,Ease of Use,2,2024-04-09
1897,R0280,Delivery Speed,1,2024-06-23
1898,R0208,Customer Service,3,2024-02-10
1899,R0168,Customer Service,5,2024-06-21
1900,R0248,Customer Service,3,2024-07-18
1901,R0086,Delivery Speed,2,2024-07-25
1902,R0114,Overall Satisfaction,2,2024-06-24
1903,R0272,Delivery Speed,3,2024-02-22
1904,R0115,Delivery Speed,1,2024-10-13
1905,R0201,Value for Money,3,2024-01-14
1906,R0251,Delivery Speed,3,2024-07-16
1907,R0287,Value for Money,1,2024-11-08
1908,R0165,Ease of Use,3,2024-05-13
1909,R0115,Product Quality,2,2024-06-05
1910,R0062,Overall Satisfaction,5,2024-10-22
1911,R0039,Product Quality,4,2024-11-02
1912,R0248,Customer Service,1,2024-04-11
1913,R0268,Overall Satisfaction,3,2024-10-24
1914,R0121,Value for Money,1,2024-02-14
1915,R0187,Customer Service,4,2024-06-06
1916,R0046,Value for Money,3,2024-08-20
1917,R0056,Value for Money,3,2024-04-13
1918,R0055,Customer Service,2,2024-07-06
1919,R0110,Ease of Use,4,2024-09-25
1920,R0050,Customer Service,4,2024-08-17
1921,R0163,Product Quality,1,2024-11-13
1922,R0137,Customer Service,1,2024-05-25
1923,R0045,Product Quality,3,2024-03-31
1924,R0234,Ease of Use,5,2024-09-27
1925,R0063,Overall Satisfaction,5,2024-09-25
1926,R0243,Delivery Speed,1,2024-11-05
1927,R0068,Ease of Use,1,2024-05-19
1928,R0185,Customer Service,2,2024-09-20
1929,R0270,Delivery Speed,3,2024-07-24
1930,R0084,Customer Service,3,2024-10-12
1931,R0220,Ease of Use,1,2024-06-15
1932,R0299,Delivery Speed,4,2024-08-18
1933,R0276,Ease of Use,3,2024-06-01
1934,R0086,Customer Service,4,2024-12-27
1935,R0173,Delivery Speed,3,2024-12-08
1936,R0144,Delivery Speed,3,2024-10-28
1937,R0217,Value for Money,3,2024-12-30
1938,R0148,Customer Service,5,2024-03-06
1939,R0156,Delivery Speed,1,2024-02-12
1940,R0220,Value for Money,1,2024-03-10
1941,R0004,Product Quality,1,2024-03-20
1942,R0158,Value for Money,2,2024-10-27
1943,R0119,Product Quality,2,2024-03-08
1944,R0060,Value for Money,3,2024-02-05
1945,R0107,Product Quality,3,2024-06-23
1946,R0247,Product Quality,5,2024-04-14
1947,R0218,Delivery Speed,2,2024-12-15
1948,R0052,Value for Money,3,2024-05-25
1949,R0267,Delivery Speed,5,2024-07-15
1950,R0198,Delivery Speed,5,2024-09-08
1951,R0074,Ease of Use,2,2024-08-04
1952,R0230,Overall Satisfaction,4,2024-05-29
1953,R0212,Customer Service,1,2024-03-07
1954,R0188,Delivery Speed,2,2024-07-07
1955,R0148,Customer Service,1,2024-09-26
1956,R0112,Customer Service,5,2024-02-24
1957,R0069,Customer Service,1,2024-03-05
1958,R0103,Delivery Speed,2,2024-11-26
1959,R0004,Overall Satisfaction,3,2024-11-15
1960,R0048,Product Quality,4,2024-01-05
1961,R0047,Delivery Speed,2,2024-07-31
1962,R0135,Ease of Use,2,2024-04-14
1963,R0284,Ease of Use,3,2024-01-13
1964,R0273,Customer Service,4,2024-07-25
1965,R0266,Overall Satisfaction,1,2024-12-06
1966,R0234,Customer Service,2,2024-06-28
1967,R0246,Ease of Use,3,2024-05-13
1968,R0186,Delivery Speed,3,2024-09-04
1969,R0070,Ease of Use,2,2024-10-19
1970,R0017,Value for Money,2,2024-11-12
1971,R0047,Delivery Speed,4,2024-07-14
1972,R0284,Customer Service,1,2024-07-19
1973,R0028,Delivery Speed,2,2024-08-13
1974,R0062,Overall Satisfaction,4,2024-03-30
1975,R0033,Ease of Use,2,2024-04-11
1976,R0227,Overall Satisfaction,2,2024-10-16
1977,R0299,Customer Service,1,2024-06-15
1978,R0094,Customer Service,2,2024-10-22
1979,R0291,Delivery Speed,2,2024-07-29
1980,R0088,Product Quality,4,2024-06-16
1981,R0300,Product Quality,3,2024-04-30
1982,R0284,Delivery Speed,2,2024-05-01
1983,R0086,Value for Money,3,2024-12-25
1984,R0126,Delivery Speed,5,2024-04-14
1985,R0164,Delivery Speed,3,2024-05-16
1986,R0214,Product Quality,4,2024-11-26
1987,R0238,Overall Satisfaction,4,2024-04-22
1988,R0083,Ease of Use,3,2024-05-06
1989,R0011,Delivery Speed,3,2024-05-13
1990,R0130,Delivery Speed,4,2024-11-08
1991,R0060,Customer Service,4,2024-11-05
1992,R0299,Ease of Use,1,2024-04-05
1993,R0293,Customer Service,4,2024-02-05
1994,R0083,Product Quality,3,2024-05-06
1995,R0240,Delivery Speed,4,2024-02-27
1996,R0110,Ease of Use,3,2024-03-11
1997,R0297,Delivery Speed,5,2024-05-04
1998,R0067,Customer Service,1,2024-12-11
1999,R0051,Customer Service,3,2024-07-22
2000,R0028,Delivery Speed,2,2024-03-29
